ticker,date,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,num_articles,sentiment_range,close,volume,momentum_5d,momentum_10d,momentum_20d,volatility_10d,volatility_20d,price_vs_ma10,price_vs_ma20,volume_change,volume_ma_ratio,day_of_week,day_of_month,month,is_month_start,is_month_end,target,target_direction
PNC,2026-02-03,0.7349018662547072,0.2919481020882864,0.3986465707421303,0.9238376012071968,3,0.5251910304650665,233.82000732421875,3721200,0.04523920658934144,0.05820058028421693,0.09181983081939338,0.015356066994095502,0.014996573840453838,0.04294070245408599,0.06347747448810104,0.6405960673661935,1.222586908739663,1,3,2,1,0,,0
PNC,2026-02-04,0.15124163556059725,0.7830664796407217,-0.9657771429046988,0.9416499380022288,19,1.9074270809069276,237.25,3816800,0.07163828833315011,0.052153063197261984,0.09645499379999078,0.014836750079781488,0.015115176070143151,0.0527179786779397,0.07398056876594139,0.02569063742878641,1.2643643892339544,2,4,2,1,0,,0
PNC,2026-02-05,0.5171046517789364,0.654276583863649,-0.7913250960409641,0.9326610807329416,7,1.7239861767739058,238.50999450683594,3860100,0.06259461540014621,0.07436934462538702,0.11129934935166585,0.012955445679063185,0.014809962476621887,0.050612251010264675,0.07387821243988912,0.011344581848669044,1.3461598819873828,3,5,2,1,0,,0
PNC,2026-02-06,0.6289898125188691,0.40507731238524713,0.0583070646971464,0.9414260182529688,7,0.8831189535558224,242.47999572753906,2441000,0.08589338295412197,0.10524634852148185,0.11755025406399011,0.011331155869301893,0.014976072805908434,0.057345537738556995,0.0855200464699557,-0.3676329628766094,0.8754626574469917,4,6,2,0,0,,0
PNC,2026-02-09,0.9329090899388705,0.005739475383221506,0.9262459129095078,0.939850490540266,7,0.013604577630758286,240.9499969482422,2272800,0.058515976715314943,0.09150621494107436,0.11606271250984901,0.01244692855084988,0.015028542812648316,0.041500055656731316,0.07265443123165816,-0.06890618598934861,0.8210508063117739,0,9,2,0,0,,0
PSX,2025-10-29,-0.0643999446183443,0.0,-0.0643999446183443,-0.0643999446183443,1,0.0,136.83642578125,4455900,0.05022836290864974,0.06506132731711123,0.02533615195494132,0.01775788758623926,0.016758952696113043,0.040849568050676854,0.04607663549486429,0.8826685820517155,1.8395782416275843,2,29,10,0,1,,0
PSX,2026-02-04,-0.0377557389438152,0.0,-0.0377557389438152,-0.0377557389438152,1,0.0,154.69000244140625,4674200,0.08875281846734451,0.0921350120586879,0.13201616795232063,0.019616206215868633,0.02046331320467382,0.07527407717529244,0.08966932989784615,0.09686957337964053,1.874162997890955,2,4,2,1,0,,0
PYPL,2026-02-03,-0.039892806671559804,0.02750153910105008,-0.0593393314629793,-0.0204462818801403,2,0.038893049582839,41.70000076293945,141690600,-0.24878396642351608,-0.24291940129478085,-0.29667734661783884,0.06422885456732458,0.046323064765905884,-0.22155016541250283,-0.24875015876531814,4.161225225750285,4.901666123538484,1,3,2,1,0,,0
QCOM,2025-03-31,0.7928881049156189,0.0,0.7928881049156189,0.7928881049156189,1,0.0,151.056884765625,8613600,-0.04041734538442043,-0.027477158690857317,0.005326583808696217,0.014723148966643207,0.01867282654060787,-0.022986329427208574,-0.017877069433011372,-0.034133213725050515,1.2590497489530574,0,31,3,0,1,,0
QCOM,2025-06-30,0.7752475142478943,0.0,0.7752475142478943,0.7752475142478943,1,0.0,157.5537567138672,7988200,0.03996350363125578,0.02934335098145291,0.10342076752899709,0.011833966451702737,0.014994346602808508,0.022831644132068396,0.0330640448516053,-0.638547893015027,0.8476083358091762,0,30,6,0,1,,0
QCOM,2025-09-30,0.7687143757939339,0.0,0.7687143757939339,0.7687143757939339,1,0.0,165.5142822265625,5593300,-0.018698755916158327,0.013525106020681577,0.053701540159561745,0.016061877809416012,0.013474768645356825,-0.011867552729220243,0.012516491387285722,-0.2565165955523654,0.6750448356348557,1,30,9,0,1,,0
QCOM,2025-12-31,0.7342149019241333,0.0,0.7342149019241333,0.7342149019241333,1,0.0,171.0500030517578,4682600,-0.021173086971343014,-0.028787146297932775,0.007170540058673236,0.009788428943064796,0.013584380619784822,-0.016083177683081318,-0.025428296938506345,0.3654681713469221,0.66909770546898,2,31,12,0,1,,0
